name,level,killCount,type,drop_name,drop_id,drop_quantity,drop_price,date
Vorkath,732,13,NPC,Blue dragonhide,1751,1,1464,"Apr 23, 2024, 7:09:02 PM"
Vorkath,732,13,NPC,Dragonstone,1616,2,11071,"Apr 23, 2024, 7:09:02 PM"
Vorkath,732,13,NPC,Wrath rune,21880,36,251,"Apr 23, 2024, 7:09:02 PM"
Vorkath,732,14,NPC,Superior dragon bones,22124,1,10069,"Apr 23, 2024, 7:16:14 PM"
Vorkath,732,14,NPC,Superior dragon bones,22124,1,10069,"Apr 23, 2024, 7:16:14 PM"
Vorkath,732,14,NPC,Blue dragonhide,1751,1,1464,"Apr 23, 2024, 7:16:14 PM"
Vorkath,732,14,NPC,Blue dragonhide,1751,1,1464,"Apr 23, 2024, 7:16:14 PM"
Vorkath,732,14,NPC,Torstol seed,5304,1,5381,"Apr 23, 2024, 7:16:14 PM"
Vorkath,732,14,NPC,Adamantite ore,450,23,1031,"Apr 23, 2024, 7:16:14 PM"
Vorkath,732,15,NPC,Superior dragon bones,22124,1,10069,"Apr 23, 2024, 7:19:37 PM"
Vorkath,732,15,NPC,Superior dragon bones,22124,1,10069,"Apr 23, 2024, 7:19:37 PM"
Vorkath,732,15,NPC,Blue dragonhide,1751,1,1464,"Apr 23, 2024, 7:19:37 PM"
Vorkath,732,15,NPC,Blue dragonhide,1751,1,1464,"Apr 23, 2024, 7:19:37 PM"
Vorkath,732,15,NPC,Chaos rune,562,696,80,"Apr 23, 2024, 7:19:37 PM"
Vorkath,732,15,NPC,Blue dragonhide,1752,30,1464,"Apr 23, 2024, 7:19:37 PM"
Vorkath,732,16,NPC,Superior dragon bones,22124,1,10069,"Apr 23, 2024, 7:22:32 PM"
Vorkath,732,16,NPC,Superior dragon bones,22124,1,10069,"Apr 23, 2024, 7:22:32 PM"
Vorkath,732,16,NPC,Blue dragonhide,1751,1,1464,"Apr 23, 2024, 7:22:32 PM"
Vorkath,732,16,NPC,Blue dragonhide,1751,1,1464,"Apr 23, 2024, 7:22:32 PM"
Vorkath,732,16,NPC,Adamantite ore,450,17,1031,"Apr 23, 2024, 7:22:32 PM"
Vorkath,732,16,NPC,Rune longsword,1303,1,18361,"Apr 23, 2024, 7:22:32 PM"
Vorkath,732,16,NPC,Rune longsword,1303,1,18361,"Apr 23, 2024, 7:22:32 PM"
Vorkath,732,17,NPC,Superior dragon bones,22124,1,10069,"Apr 23, 2024, 7:27:49 PM"
Vorkath,732,17,NPC,Superior dragon bones,22124,1,10069,"Apr 23, 2024, 7:27:49 PM"
Vorkath,732,17,NPC,Blue dragonhide,1751,1,1464,"Apr 23, 2024, 7:27:49 PM"
Vorkath,732,17,NPC,Blue dragonhide,1751,1,1464,"Apr 23, 2024, 7:27:49 PM"
Vorkath,732,17,NPC,Black dragonhide,1748,24,2773,"Apr 23, 2024, 7:27:49 PM"
Vorkath,732,17,NPC,Death rune,560,424,129,"Apr 23, 2024, 7:27:49 PM"
Vorkath,732,18,NPC,Superior dragon bones,22124,1,10069,"Apr 23, 2024, 7:30:42 PM"
Vorkath,732,18,NPC,Superior dragon bones,22124,1,10069,"Apr 23, 2024, 7:30:42 PM"
Vorkath,732,18,NPC,Blue dragonhide,1751,1,1464,"Apr 23, 2024, 7:30:42 PM"
Vorkath,732,18,NPC,Blue dragonhide,1751,1,1464,"Apr 23, 2024, 7:30:42 PM"
Vorkath,732,18,NPC,Dragonstone,1616,3,11071,"Apr 23, 2024, 7:30:42 PM"
Vorkath,732,18,NPC,Green dragonhide,1754,29,1223,"Apr 23, 2024, 7:30:42 PM"
Vorkath,732,19,NPC,Superior dragon bones,22124,1,10065,"Apr 23, 2024, 7:34:07 PM"
Vorkath,732,19,NPC,Superior dragon bones,22124,1,10065,"Apr 23, 2024, 7:34:07 PM"
Vorkath,732,19,NPC,Blue dragonhide,1751,1,1483,"Apr 23, 2024, 7:34:07 PM"
Vorkath,732,19,NPC,Blue dragonhide,1751,1,1483,"Apr 23, 2024, 7:34:07 PM"
Vorkath,732,19,NPC,Black dragonhide,1748,25,2732,"Apr 23, 2024, 7:34:07 PM"
Vorkath,732,19,NPC,Rune dart tip,824,99,520,"Apr 23, 2024, 7:34:07 PM"
Vorkath,732,20,NPC,Superior dragon bones,22124,1,10065,"Apr 23, 2024, 7:39:35 PM"
Vorkath,732,20,NPC,Superior dragon bones,22124,1,10065,"Apr 23, 2024, 7:39:35 PM"
Vorkath,732,20,NPC,Blue dragonhide,1751,1,1483,"Apr 23, 2024, 7:39:35 PM"
Vorkath,732,20,NPC,Blue dragonhide,1751,1,1483,"Apr 23, 2024, 7:39:35 PM"
Vorkath,732,20,NPC,Red dragonhide,1750,20,2022,"Apr 23, 2024, 7:39:35 PM"
Vorkath,732,20,NPC,Dragon arrowtips,11237,26,1240,"Apr 23, 2024, 7:39:35 PM"
Vorkath,732,21,NPC,Superior dragon bones,22124,1,10065,"Apr 23, 2024, 7:43:03 PM"
Vorkath,732,21,NPC,Superior dragon bones,22124,1,10065,"Apr 23, 2024, 7:43:03 PM"
Vorkath,732,21,NPC,Blue dragonhide,1751,1,1483,"Apr 23, 2024, 7:43:03 PM"
Vorkath,732,21,NPC,Blue dragonhide,1751,1,1483,"Apr 23, 2024, 7:43:03 PM"
Vorkath,732,21,NPC,Runite bar,2363,1,12397,"Apr 23, 2024, 7:43:03 PM"
Vorkath,732,21,NPC,Coins,995,44733,1,"Apr 23, 2024, 7:43:03 PM"
Vorkath,732,22,NPC,Superior dragon bones,22124,1,10066,"Apr 23, 2024, 11:02:55 PM"
Vorkath,732,22,NPC,Superior dragon bones,22124,1,10066,"Apr 23, 2024, 11:02:55 PM"
Vorkath,732,22,NPC,Blue dragonhide,1751,1,1478,"Apr 23, 2024, 11:02:55 PM"
Vorkath,732,22,NPC,Blue dragonhide,1751,1,1478,"Apr 23, 2024, 11:02:55 PM"
Vorkath,732,22,NPC,Battlestaff,1392,11,7905,"Apr 23, 2024, 11:02:55 PM"
Vorkath,732,22,NPC,Dragonstone bolt tips,9193,24,583,"Apr 23, 2024, 11:02:55 PM"
Vorkath,732,23,NPC,Superior dragon bones,22124,1,10066,"Apr 23, 2024, 11:06:22 PM"
Vorkath,732,23,NPC,Superior dragon bones,22124,1,10066,"Apr 23, 2024, 11:06:22 PM"
Vorkath,732,23,NPC,Blue dragonhide,1751,1,1478,"Apr 23, 2024, 11:06:22 PM"
Vorkath,732,23,NPC,Blue dragonhide,1751,1,1478,"Apr 23, 2024, 11:06:22 PM"
Vorkath,732,23,NPC,Dragon battleaxe,1377,1,119403,"Apr 23, 2024, 11:06:22 PM"
Vorkath,732,23,NPC,Black dragonhide,1748,22,2801,"Apr 23, 2024, 11:06:22 PM"
Vorkath,732,24,NPC,Superior dragon bones,22124,1,10066,"Apr 23, 2024, 11:09:22 PM"
Vorkath,732,24,NPC,Superior dragon bones,22124,1,10066,"Apr 23, 2024, 11:09:22 PM"
Vorkath,732,24,NPC,Blue dragonhide,1751,1,1478,"Apr 23, 2024, 11:09:22 PM"
Vorkath,732,24,NPC,Blue dragonhide,1751,1,1478,"Apr 23, 2024, 11:09:22 PM"
Vorkath,732,24,NPC,Wrath rune,21880,47,245,"Apr 23, 2024, 11:09:22 PM"
Vorkath,732,24,NPC,Dragon bones,537,19,3324,"Apr 23, 2024, 11:09:22 PM"
Vorkath,732,25,NPC,Superior dragon bones,22124,1,9900,"Apr 24, 2024, 7:14:39 PM"
Vorkath,732,25,NPC,Superior dragon bones,22124,1,9900,"Apr 24, 2024, 7:14:39 PM"
Vorkath,732,25,NPC,Blue dragonhide,1751,1,1500,"Apr 24, 2024, 7:14:39 PM"
Vorkath,732,25,NPC,Blue dragonhide,1751,1,1500,"Apr 24, 2024, 7:14:39 PM"
Vorkath,732,25,NPC,Rune longsword,1303,1,18378,"Apr 24, 2024, 7:14:39 PM"
Vorkath,732,25,NPC,Rune longsword,1303,1,18378,"Apr 24, 2024, 7:14:39 PM"
Vorkath,732,25,NPC,Wrath rune,21880,42,244,"Apr 24, 2024, 7:14:39 PM"
Vorkath,732,26,NPC,Superior dragon bones,22124,1,9975,"Apr 24, 2024, 7:36:10 PM"
Vorkath,732,26,NPC,Superior dragon bones,22124,1,9975,"Apr 24, 2024, 7:36:10 PM"
Vorkath,732,26,NPC,Blue dragonhide,1751,1,1499,"Apr 24, 2024, 7:36:10 PM"
Vorkath,732,26,NPC,Blue dragonhide,1751,1,1499,"Apr 24, 2024, 7:36:10 PM"
Vorkath,732,26,NPC,Death rune,560,472,127,"Apr 24, 2024, 7:36:10 PM"
Vorkath,732,26,NPC,Blue dragonhide,1752,25,1499,"Apr 24, 2024, 7:36:10 PM"
Vorkath,732,27,NPC,Superior dragon bones,22124,1,9975,"Apr 24, 2024, 7:39:20 PM"
Vorkath,732,27,NPC,Superior dragon bones,22124,1,9975,"Apr 24, 2024, 7:39:20 PM"
Vorkath,732,27,NPC,Blue dragonhide,1751,1,1499,"Apr 24, 2024, 7:39:20 PM"
Vorkath,732,27,NPC,Blue dragonhide,1751,1,1499,"Apr 24, 2024, 7:39:20 PM"
Vorkath,732,27,NPC,Onyx bolt tips,9194,10,8374,"Apr 24, 2024, 7:39:20 PM"
Vorkath,732,27,NPC,Grapes,1988,295,9,"Apr 24, 2024, 7:39:20 PM"
Vorkath,732,28,NPC,Superior dragon bones,22124,1,9975,"Apr 24, 2024, 7:48:00 PM"
Vorkath,732,28,NPC,Superior dragon bones,22124,1,9975,"Apr 24, 2024, 7:48:00 PM"
Vorkath,732,28,NPC,Blue dragonhide,1751,1,1499,"Apr 24, 2024, 7:48:00 PM"
Vorkath,732,28,NPC,Blue dragonhide,1751,1,1499,"Apr 24, 2024, 7:48:00 PM"
Vorkath,732,28,NPC,Onyx bolt tips,9194,7,8374,"Apr 24, 2024, 7:48:00 PM"
Vorkath,732,28,NPC,Chaos rune,562,786,78,"Apr 24, 2024, 7:48:00 PM"
Vorkath,732,29,NPC,Superior dragon bones,22124,1,9975,"Apr 24, 2024, 7:56:55 PM"
Vorkath,732,29,NPC,Superior dragon bones,22124,1,9975,"Apr 24, 2024, 7:56:55 PM"
Vorkath,732,29,NPC,Blue dragonhide,1751,1,1499,"Apr 24, 2024, 7:56:55 PM"
Vorkath,732,29,NPC,Blue dragonhide,1751,1,1499,"Apr 24, 2024, 7:56:55 PM"
Vorkath,732,29,NPC,Red dragonhide,1750,22,1985,"Apr 24, 2024, 7:56:55 PM"
Vorkath,732,29,NPC,Black dragonhide,1748,23,2788,"Apr 24, 2024, 7:56:55 PM"
Vorkath,732,30,NPC,Superior dragon bones,22124,1,10000,"Apr 24, 2024, 8:08:28 PM"
Vorkath,732,30,NPC,Superior dragon bones,22124,1,10000,"Apr 24, 2024, 8:08:28 PM"
Vorkath,732,30,NPC,Blue dragonhide,1751,1,1535,"Apr 24, 2024, 8:08:28 PM"
Vorkath,732,30,NPC,Blue dragonhide,1751,1,1535,"Apr 24, 2024, 8:08:28 PM"
Vorkath,732,30,NPC,Magic logs,1514,50,972,"Apr 24, 2024, 8:08:28 PM"
Vorkath,732,30,NPC,Adamantite ore,450,21,1006,"Apr 24, 2024, 8:08:28 PM"
Vorkath,732,31,NPC,Superior dragon bones,22124,1,10000,"Apr 24, 2024, 8:11:43 PM"
Vorkath,732,31,NPC,Superior dragon bones,22124,1,10000,"Apr 24, 2024, 8:11:43 PM"
Vorkath,732,31,NPC,Blue dragonhide,1751,1,1535,"Apr 24, 2024, 8:11:43 PM"
Vorkath,732,31,NPC,Blue dragonhide,1751,1,1535,"Apr 24, 2024, 8:11:43 PM"
Vorkath,732,31,NPC,Rune kiteshield,1201,1,31731,"Apr 24, 2024, 8:11:43 PM"
Vorkath,732,31,NPC,Rune kiteshield,1201,1,31731,"Apr 24, 2024, 8:11:43 PM"
Vorkath,732,31,NPC,Dragon plateskirt,4585,1,161874,"Apr 24, 2024, 8:11:43 PM"
Vorkath,732,32,NPC,Superior dragon bones,22124,1,10000,"Apr 24, 2024, 8:17:14 PM"
Vorkath,732,32,NPC,Superior dragon bones,22124,1,10000,"Apr 24, 2024, 8:17:14 PM"
Vorkath,732,32,NPC,Blue dragonhide,1751,1,1535,"Apr 24, 2024, 8:17:14 PM"
Vorkath,732,32,NPC,Blue dragonhide,1751,1,1535,"Apr 24, 2024, 8:17:14 PM"
Vorkath,732,32,NPC,Diamond,1602,14,1613,"Apr 24, 2024, 8:17:14 PM"
Vorkath,732,32,NPC,Red dragonhide,1750,23,1987,"Apr 24, 2024, 8:17:14 PM"
Vorkath,732,33,NPC,Superior dragon bones,22124,1,10000,"Apr 24, 2024, 8:26:33 PM"
Vorkath,732,33,NPC,Superior dragon bones,22124,1,10000,"Apr 24, 2024, 8:26:33 PM"
Vorkath,732,33,NPC,Blue dragonhide,1751,1,1535,"Apr 24, 2024, 8:26:33 PM"
Vorkath,732,33,NPC,Blue dragonhide,1751,1,1535,"Apr 24, 2024, 8:26:33 PM"
Vorkath,732,33,NPC,Red dragonhide,1750,21,1987,"Apr 24, 2024, 8:26:33 PM"
Vorkath,732,33,NPC,Red dragonhide,1750,23,1987,"Apr 24, 2024, 8:26:33 PM"
Vorkath,732,34,NPC,Superior dragon bones,22124,1,10000,"Apr 24, 2024, 8:29:44 PM"
Vorkath,732,34,NPC,Superior dragon bones,22124,1,10000,"Apr 24, 2024, 8:29:44 PM"
Vorkath,732,34,NPC,Blue dragonhide,1751,1,1535,"Apr 24, 2024, 8:29:44 PM"
Vorkath,732,34,NPC,Blue dragonhide,1751,1,1535,"Apr 24, 2024, 8:29:44 PM"
Vorkath,732,34,NPC,Diamond,1602,12,1613,"Apr 24, 2024, 8:29:44 PM"
Vorkath,732,34,NPC,Battlestaff,1392,8,7909,"Apr 24, 2024, 8:29:44 PM"
Vorkath,732,35,NPC,Superior dragon bones,22124,1,10000,"Apr 24, 2024, 8:31:50 PM"
Vorkath,732,35,NPC,Superior dragon bones,22124,1,10000,"Apr 24, 2024, 8:31:50 PM"
Vorkath,732,35,NPC,Blue dragonhide,1751,1,1535,"Apr 24, 2024, 8:31:50 PM"
Vorkath,732,35,NPC,Blue dragonhide,1751,1,1535,"Apr 24, 2024, 8:31:50 PM"
Vorkath,732,35,NPC,Magic seed,5316,1,71851,"Apr 24, 2024, 8:31:50 PM"
Vorkath,732,35,NPC,Wrath rune,21880,60,246,"Apr 24, 2024, 8:31:50 PM"
Vorkath,732,36,NPC,Superior dragon bones,22124,1,9948,"Apr 24, 2024, 8:37:35 PM"
Vorkath,732,36,NPC,Superior dragon bones,22124,1,9948,"Apr 24, 2024, 8:37:35 PM"
Vorkath,732,36,NPC,Blue dragonhide,1751,1,1500,"Apr 24, 2024, 8:37:35 PM"
Vorkath,732,36,NPC,Blue dragonhide,1751,1,1500,"Apr 24, 2024, 8:37:35 PM"
Vorkath,732,36,NPC,Dragonstone bolt tips,9193,16,593,"Apr 24, 2024, 8:37:35 PM"
Vorkath,732,36,NPC,Green dragonhide,1754,26,1210,"Apr 24, 2024, 8:37:35 PM"
Vorkath,732,37,NPC,Superior dragon bones,22124,1,9948,"Apr 24, 2024, 8:40:00 PM"
Vorkath,732,37,NPC,Superior dragon bones,22124,1,9948,"Apr 24, 2024, 8:40:00 PM"
Vorkath,732,37,NPC,Blue dragonhide,1751,1,1500,"Apr 24, 2024, 8:40:00 PM"
Vorkath,732,37,NPC,Blue dragonhide,1751,1,1500,"Apr 24, 2024, 8:40:00 PM"
Vorkath,732,37,NPC,Rune kiteshield,1201,1,31724,"Apr 24, 2024, 8:40:00 PM"
Vorkath,732,37,NPC,Rune kiteshield,1201,1,31724,"Apr 24, 2024, 8:40:00 PM"
Vorkath,732,37,NPC,Rune kiteshield,1201,1,31724,"Apr 24, 2024, 8:40:00 PM"
Vorkath,732,37,NPC,Red dragonhide,1750,22,1980,"Apr 24, 2024, 8:40:00 PM"
Vorkath,732,38,NPC,Superior dragon bones,22124,1,9948,"Apr 24, 2024, 8:42:54 PM"
Vorkath,732,38,NPC,Superior dragon bones,22124,1,9948,"Apr 24, 2024, 8:42:54 PM"
Vorkath,732,38,NPC,Blue dragonhide,1751,1,1500,"Apr 24, 2024, 8:42:54 PM"
Vorkath,732,38,NPC,Blue dragonhide,1751,1,1500,"Apr 24, 2024, 8:42:54 PM"
Vorkath,732,38,NPC,Death rune,560,308,127,"Apr 24, 2024, 8:42:54 PM"
Vorkath,732,38,NPC,Papaya tree seed,5288,1,341,"Apr 24, 2024, 8:42:54 PM"
Vorkath,732,39,NPC,Superior dragon bones,22124,1,9948,"Apr 24, 2024, 8:56:57 PM"
Vorkath,732,39,NPC,Superior dragon bones,22124,1,9948,"Apr 24, 2024, 8:56:57 PM"
Vorkath,732,39,NPC,Blue dragonhide,1751,1,1500,"Apr 24, 2024, 8:56:57 PM"
Vorkath,732,39,NPC,Blue dragonhide,1751,1,1500,"Apr 24, 2024, 8:56:57 PM"
Vorkath,732,39,NPC,Red dragonhide,1750,24,1980,"Apr 24, 2024, 8:56:57 PM"
Vorkath,732,39,NPC,Dragon bolts (unf),21930,91,616,"Apr 24, 2024, 8:56:57 PM"
Vorkath,732,40,NPC,Superior dragon bones,22124,1,9948,"Apr 24, 2024, 8:59:14 PM"
Vorkath,732,40,NPC,Superior dragon bones,22124,1,9948,"Apr 24, 2024, 8:59:14 PM"
Vorkath,732,40,NPC,Blue dragonhide,1751,1,1500,"Apr 24, 2024, 8:59:14 PM"
Vorkath,732,40,NPC,Blue dragonhide,1751,1,1500,"Apr 24, 2024, 8:59:14 PM"
Vorkath,732,40,NPC,Onyx bolt tips,9194,7,8335,"Apr 24, 2024, 8:59:14 PM"
Vorkath,732,40,NPC,Black dragonhide,1748,25,2812,"Apr 24, 2024, 8:59:14 PM"
Vorkath,732,41,NPC,Superior dragon bones,22124,1,9948,"Apr 24, 2024, 9:01:18 PM"
Vorkath,732,41,NPC,Superior dragon bones,22124,1,9948,"Apr 24, 2024, 9:01:18 PM"
Vorkath,732,41,NPC,Blue dragonhide,1751,1,1500,"Apr 24, 2024, 9:01:18 PM"
Vorkath,732,41,NPC,Blue dragonhide,1751,1,1500,"Apr 24, 2024, 9:01:18 PM"
Vorkath,732,41,NPC,Red dragonhide,1750,22,1980,"Apr 24, 2024, 9:01:18 PM"
Vorkath,732,41,NPC,Blue dragonhide,1752,26,1500,"Apr 24, 2024, 9:01:18 PM"
Vorkath,732,42,NPC,Superior dragon bones,22124,1,9940,"Apr 24, 2024, 9:10:52 PM"
Vorkath,732,42,NPC,Superior dragon bones,22124,1,9940,"Apr 24, 2024, 9:10:52 PM"
Vorkath,732,42,NPC,Blue dragonhide,1751,1,1533,"Apr 24, 2024, 9:10:52 PM"
Vorkath,732,42,NPC,Blue dragonhide,1751,1,1533,"Apr 24, 2024, 9:10:52 PM"
Vorkath,732,42,NPC,Red dragonhide,1750,22,1974,"Apr 24, 2024, 9:10:52 PM"
Vorkath,732,42,NPC,Green dragonhide,1754,28,1226,"Apr 24, 2024, 9:10:52 PM"
Vorkath,732,43,NPC,Superior dragon bones,22124,1,9940,"Apr 24, 2024, 9:13:00 PM"
Vorkath,732,43,NPC,Superior dragon bones,22124,1,9940,"Apr 24, 2024, 9:13:00 PM"
Vorkath,732,43,NPC,Blue dragonhide,1751,1,1533,"Apr 24, 2024, 9:13:00 PM"
Vorkath,732,43,NPC,Blue dragonhide,1751,1,1533,"Apr 24, 2024, 9:13:00 PM"
Vorkath,732,43,NPC,Palm tree seed,5289,1,18990,"Apr 24, 2024, 9:13:00 PM"
Vorkath,732,43,NPC,Dragon dart tip,11232,36,1287,"Apr 24, 2024, 9:13:00 PM"
Vorkath,732,44,NPC,Superior dragon bones,22124,1,9940,"Apr 24, 2024, 9:16:34 PM"
Vorkath,732,44,NPC,Superior dragon bones,22124,1,9940,"Apr 24, 2024, 9:16:34 PM"
Vorkath,732,44,NPC,Blue dragonhide,1751,1,1533,"Apr 24, 2024, 9:16:34 PM"
Vorkath,732,44,NPC,Blue dragonhide,1751,1,1533,"Apr 24, 2024, 9:16:34 PM"
Vorkath,732,44,NPC,Dragonstone bolt tips,9193,22,588,"Apr 24, 2024, 9:16:34 PM"
Vorkath,732,44,NPC,Black dragonhide,1748,25,2796,"Apr 24, 2024, 9:16:34 PM"
Vorkath,732,45,NPC,Superior dragon bones,22124,1,9940,"Apr 24, 2024, 9:21:10 PM"
Vorkath,732,45,NPC,Superior dragon bones,22124,1,9940,"Apr 24, 2024, 9:21:10 PM"
Vorkath,732,45,NPC,Blue dragonhide,1751,1,1533,"Apr 24, 2024, 9:21:10 PM"
Vorkath,732,45,NPC,Blue dragonhide,1751,1,1533,"Apr 24, 2024, 9:21:10 PM"
Vorkath,732,45,NPC,Rune longsword,1303,1,18449,"Apr 24, 2024, 9:21:10 PM"
Vorkath,732,45,NPC,Rune longsword,1303,1,18449,"Apr 24, 2024, 9:21:10 PM"
Vorkath,732,45,NPC,Rune longsword,1303,1,18449,"Apr 24, 2024, 9:21:10 PM"
Vorkath,732,45,NPC,Coins,995,53282,1,"Apr 24, 2024, 9:21:10 PM"
Vorkath,732,46,NPC,Superior dragon bones,22124,1,9940,"Apr 24, 2024, 9:23:43 PM"
Vorkath,732,46,NPC,Superior dragon bones,22124,1,9940,"Apr 24, 2024, 9:23:43 PM"
Vorkath,732,46,NPC,Blue dragonhide,1751,1,1533,"Apr 24, 2024, 9:23:43 PM"
Vorkath,732,46,NPC,Blue dragonhide,1751,1,1533,"Apr 24, 2024, 9:23:43 PM"
Vorkath,732,46,NPC,Scaly blue dragonhide,27897,1,354,"Apr 24, 2024, 9:23:43 PM"
Vorkath,732,46,NPC,Diamond bolt tips,9192,30,157,"Apr 24, 2024, 9:23:43 PM"
Vorkath,732,46,NPC,Coins,995,79321,1,"Apr 24, 2024, 9:23:43 PM"
Vorkath,732,47,NPC,Superior dragon bones,22124,1,9940,"Apr 24, 2024, 9:26:07 PM"
Vorkath,732,47,NPC,Superior dragon bones,22124,1,9940,"Apr 24, 2024, 9:26:07 PM"
Vorkath,732,47,NPC,Blue dragonhide,1751,1,1533,"Apr 24, 2024, 9:26:07 PM"
Vorkath,732,47,NPC,Blue dragonhide,1751,1,1533,"Apr 24, 2024, 9:26:07 PM"
Vorkath,732,47,NPC,Rune longsword,1303,1,18449,"Apr 24, 2024, 9:26:07 PM"
Vorkath,732,47,NPC,Rune longsword,1303,1,18449,"Apr 24, 2024, 9:26:07 PM"
Vorkath,732,47,NPC,Rune kiteshield,1201,1,32166,"Apr 24, 2024, 9:26:07 PM"
Vorkath,732,47,NPC,Rune kiteshield,1201,1,32166,"Apr 24, 2024, 9:26:07 PM"
Vorkath,732,47,NPC,Rune kiteshield,1201,1,32166,"Apr 24, 2024, 9:26:07 PM"
Vorkath,732,48,NPC,Superior dragon bones,22124,1,9940,"Apr 24, 2024, 9:30:54 PM"
Vorkath,732,48,NPC,Superior dragon bones,22124,1,9940,"Apr 24, 2024, 9:30:54 PM"
Vorkath,732,48,NPC,Blue dragonhide,1751,1,1533,"Apr 24, 2024, 9:30:54 PM"
Vorkath,732,48,NPC,Blue dragonhide,1751,1,1533,"Apr 24, 2024, 9:30:54 PM"
